SEP=,
SUBSCRIPTION NAME,SUBSCRIPTION ID,MY ROLE,CURRENT COST,SECURE SCORE,PARENT MANAGEMENT GROUP,STATUS,
"Production - S47","530a7eee-f22d-4641-bb2d-5911586ac2d7","Reader","$1,346.93","63","Blackbaud RDO - Grantmaking - Prod","Active"
"Production - S48","7044fc36-532d-4775-b808-1e4a4c744936","Reader","$1,660.09","66","Blackbaud RDO - Grantmaking - Prod","Active"
"Production - S90","d0837828-b86a-4948-8878-76ccc6dcd2ea","Reader","$45.58","31","Blackbaud RDO - Legal Response Environment - Prod","Active"
"Production - S91","c92db45e-cef9-4dc1-aec9-86fcd5b23a24","Reader","$1,682.44","38","Blackbaud RDO - Legal Response Environment - Prod","Active"
"Production - S92","be53ef19-c05c-4e33-b6eb-8fce38140aa9","Reader","$25.82","31","Blackbaud RDO - Legal Response Environment - Prod","Active"
"p-usa01","cea9c369-3f9a-443a-a9a3-c936ba6820e8","Reader","$24,912.81","31","Blackbaud RDO - Engineering System - Prod","Active"
"d-usa01","5f92497c-be1c-4491-8376-3833b5b822d2","Reader","$1,997.38","40","Blackbaud RDO - Engineering System - Dev","Active"
"t-usa01","58eb6429-13d9-4966-bd31-8b49e15f6a09","Reader","$17,384.29","30","Blackbaud RDO - Engineering System - Non-prod","Active"
"Dev - D60","e7d2a634-26a5-4454-be83-448cee9e5636","Reader","$20,830.15","54","Blackbaud RDO - Luminate Online - Dev","Active"
"Cybersecurity - P01","8cdb6f7a-9f1b-4288-87f4-ea52f902f536","Reader","$702.92","-","CS Prod","Active"
"Cybersecurity - P02","c807483d-835a-4e97-8aa1-17a013df9663","Reader","$8,208.15","46","CS Prod","Active"
"Networking Production - N01","150ea8a8-4006-49a6-8c11-b7d7c2942e61","Reader","$16,206.65","53","Blackbaud RDO - Enterprise Networking Tools - Prod","Active"
"Build Quality","5dba8326-22cf-4c27-b59e-689f753b8adb","Reader","$34.40","20","Blackbaud RDO - Internal - Non-prod","Active"
"Business Intelligence","d62f2f8b-61be-4c4a-aa1d-7e1c5b0df6cd","Reader","$299.97","64","Blackbaud RDO - Internal - Prod","Active"
"es-sandbox01","7413579e-1e9c-4f90-aa22-a7243a48adf9","Reader","$8,010.99","40","Blackbaud RDO - Engineering System - Dev","Active"
"Networking Test - E01","7253b84c-2f1a-4b10-9046-1fbdcc4334f1","Specified access","$1,759.47","36","Blackbaud RDO - Enterprise Networking Tools - Non-prod","Active"
"YourCause - Production","76493216-5565-4111-acdb-46f019100159","Reader","$1,180.63","63","Blackbaud RDO - YC - Prod","Active"
"YourCause - Plano","26a87eff-ca0d-4f7c-8efa-f769e1169dc4","Reader","$88.22","49","Blackbaud RDO - YC - Prod","Active"
"Yourcause - Dev and QA","3a3e015b-350b-4b91-b340-9b420ffe31d8","Reader","$322.50","74","Blackbaud RDO - YC - Dev","Active"
"IT SharedSandbox VSD02","e9e71d4e-3571-4463-a020-64256bb10239","Reader","$2.06","23","IT Dev-Sandbox","Active"
"Production - S56","8434b1f9-0583-4ed1-ae99-12519799dec6","Reader","$0.02","-","Blackbaud RDO - Data Platform - Prod","Active"
"Cloud Health & Governance - Dev","73b4b77a-58e4-4910-88b1-2f4da8e47e32","Reader","$130.76","31","Blackbaud RDO - Cloud Health & Governance - Dev","Active"
"Dev - D01","d050ee34-b513-4364-891c-067f86282fe4","Reader","$13,673.16","36","Blackbaud RDO - BLKB CRM_eTapestry_Financial Edge_Raisers Edge - Dev","Active"
"Test - T01","ed827500-5420-4aea-abd3-cf5b5aa97ed9","Reader","$31,747.25","35","Blackbaud RDO - BLKB CRM_eTapestry_Financial Edge_Raisers Edge - Non-prod","Active"
"Dev - D05","71c89712-0d98-4188-bb5a-cbb239899097","Reader","$4,442.01","17","Blackbaud RDO - BLKB CRM_eTapestry_Financial Edge_Raisers Edge - Dev","Active"
"Production - S57","e06cc136-f8d5-429f-950d-9441dc4a03a0","Reader","$5,566.48","30","Blackbaud RDO - eTapestry - Prod","Active"
"Dev - D00","cce24824-b042-4cf8-8348-b4e6637677f0","Reader","$675.31","36","Blackbaud RDO - Internal - Dev","Active"
"Production - S00","8e31b8a0-cbe4-4be2-b675-f1d5c5883163","Reader","$1,398.54","39","Blackbaud RDO - Internal - Prod","Active"
"Production - S20","39a03bdf-ce1d-41ef-839d-ab040887a132","Reader","$58,218.05","26","Blackbaud RDO - Online Express_Research Point - Prod","Active"
"Production - S21","69bc57af-732e-4b0a-aefc-5992160ca36c","Reader","$53,347.74","34","Blackbaud RDO - Data Platform_ES_Financial Edge_Raisers Edge - Prod","Active"
"Production - S22","75f07d7f-0c13-406c-81d7-09ece0371691","Reader","$11,622.28","19","Blackbaud RDO - Data Platform_ES_Financial Edge_Raisers Edge - Prod","Active"
"Production - S24","d39c1190-e903-4a60-b4e3-8d6b999f6f15","Reader","$17,897.19","19","Blackbaud RDO - Data Platform_ES_Financial Edge_Raisers Edge - Prod","Active"
"Production - S23","836028b0-c7c0-4475-af24-442c5189e404","Reader","$28,968.79","19","Blackbaud RDO - Data Platform_ES_Financial Edge_Raisers Edge - Prod","Active"
"Production - S28","64e519bc-cea1-4942-b0ad-8f0eefc9ba6a","Reader","$20,226.52","25","Blackbaud RDO - BLKB CRM - Prod","Active"
"Production - S26","34659578-4332-4feb-a83b-f926816041e7","Reader","$90,686.04","26","Blackbaud RDO - BLKB CRM - Prod","Active"
"Production - S51","2f7f1889-03f5-42e0-bad3-f75abc161562","Reader","$14,979.32","49","Blackbaud RDO - Data Platform_ES_Financial Edge_Raisers Edge - Prod","Active"
"Production - S27","ccde8cc3-282b-40fb-a6ae-ca8665e17f95","Reader","$17,008.98","26","Blackbaud RDO - BLKB CRM - Prod","Active"
"Production - S29","f74455e7-c211-4447-bf4a-637ea72160ea","Reader","$21,837.97","33","Blackbaud RDO - BLKB CRM - Prod","Active"
"Production - S41","6bc7702e-87d1-42be-aa65-b984d750231d","Reader","$18,381.44","33","Blackbaud RDO - Data Platform_ES_Financial Edge_Raisers Edge - Prod","Active"
"Production - S52","f6be8641-4615-4e86-986e-eb3c3764d53c","Reader","$34,113.38","33","Blackbaud RDO - Data Platform_ES_Financial Edge_Raisers Edge - Prod","Active"
"Production - S54","47dbdbb3-c892-4b57-9fd1-7b48b841ed2f","Reader","$1,063.16","29","Blackbaud RDO - Net Community - Prod","Active"
"Production - S53","399dd175-aa73-41a0-8640-ef37a5eabbc1","Reader","$970.27","29","Blackbaud RDO - Net Community - Prod","Active"
"Production - S55","f9dc4235-3e35-4f58-b59c-c09fb3e680c1","Reader","$1,137.97","24","Blackbaud RDO - Net Community - Prod","Active"
"Test - T00","b61267f3-48ad-42e6-9f5e-848cc64fe331","Reader","$570.52","38","Blackbaud RDO - Internal - Non-prod","Active"
"Service Management Wordpress","19a8c784-29d0-45e3-939e-cce201b42948","Reader","$3,584.30","58","Blackbaud RDO - Website Package - Prod","Active"
"Production - S12","89dc57c8-df88-4356-be77-807e5a482226","Reader","$4,960.70","55","Blackbaud RDO - Rubrik - Prod","Active"
"Cybersecurity - F01","49e3aae8-9a22-48a5-a5e2-5bacee9a2a58","Reader","$28.12","67","CS Prod","Active"
"Production - S36","c06b2481-54fa-4354-816f-935ce4283ee6","Reader","$19,666.80","32","Blackbaud RDO - BLKB CRM - Prod","Active"
"IT Production P03","a3a0b4d2-dce2-40ae-8793-7ebed39efeca","Reader","$20.18","38","IT SharedUse","Active"
"IT Enterprise Mobile AppCenter","176a79e1-a37d-47e3-a03a-5fb307f3b503","Reader","0.00","-","IT SingleUse","Active"
"IT Production P02","354e16b1-a3dd-4cc2-b271-4e7429e5fa75","Reader","$541.89","29","IT SharedUse","Active"
"Blackbaud.com Hosting","391ae4fa-cb89-4f0c-9b2f-393dfd2da3c9","Reader","0.00","43","IT SharedUse","Active"
"Blackbaud Application Development","486f6364-d7db-4c6f-917b-9b043b9cab0b","Reader","$924.87","39","IT SharedUse","Active"
"IT Production P01","66c7e60e-86dc-4cac-9a45-dbdce2ee4dab","Reader","$27,627.41","39","IT SharedUse","Active"
"Blackbaud VSTS","fccfe7d9-5a6d-4ea7-8855-466611d20915","Reader","$7,464.40","-","IT SingleUse","Active"
"Test - T60","c4ebd390-be1c-4684-ac0a-1917dbe747f7","Reader","$2,399.33","54","Blackbaud RDO - Luminate Online - Non-prod","Active"
"ai-p-usa01","a4a3d838-d4f6-4db7-9663-2244ca30883a","Reader","$2,796.46","69","Blackbaud RDO - Engineering System - Prod","Active"
"Production - S60","9bda8dc1-6aaf-49f9-b617-b6a66085f83a","Reader","$53,045.98","50","Blackbaud RDO - Luminate Online - Prod","Active"
"BB India Finance","a69cbc6b-4caf-4cca-bcab-0b55c4aa5020","Reader","0.00","-","IT SingleUse","Active"
"QuadSCI","97d8f88d-d1a1-431d-a3de-4722636ca341","Reader","$498.36","30","Blackbaud RDO - Internal - Prod","Active"
"Marketplace Purchases","282445b9-33f5-49e2-b55b-d7dce6f948c3","Reader","0.00","-","Marketplace","Active"
"Visual Studio Enterprise Subscription","edf61ee5-935b-493f-8468-b02cca94a29f","Reader","$0.00","57","Subscription Default","Active"
"Visual Studio Enterprise Subscription","4f9ce34b-fe17-491f-861a-e8124bbc00ae","Reader","0.00","-","Subscription Default","Active"
"Corp IT D01","cc393352-2043-4481-a89d-8a18154b539d","Reader","0.00","-","Blackbaud RDO - Default - Onboarding","Active"
"Visual Studio Enterprise with MSDN","6016adc1-f347-4306-8e3f-ec0cdc63013f","Reader","Not available","-","OffBoarding VSAS","Disabled"
"Visual Studio Enterprise with MSDN","9c27de2b-cc91-4b2d-8004-5453dd7e8c50","Reader","0.00","-","OffBoarding VSAS","Disabled"
"Visual Studio Enterprise Subscription","4dd61b77-b84d-425f-bbaa-c3fecb36b570","Reader","0.00","-","Subscription Default","Disabled"
"Visual Studio Enterprise Subscription","e6298276-5c24-4ec4-a883-0522633fef31","Reader","0.00","-","Subscription Default","Disabled"
